,Data,Mes,Dia,atividade,sazonalidade,timeSeries,Sazonalidade_Seno,aleatorio,aleatorioSazonal,PM10_Seno,PM10_Cosseno,PM2.5_Seno,PM2.5_Cosseno,NOX_Seno,NOX_Cosseno,SO2_Seno,SO2_Cosseno,CO_Seno,CO_Cosseno,VOC_Seno,VOC_Cosseno
0,2024-01-01,1,1,0.01445558316184709,1.9998518392091162,0.02445558316184709,0.017213356155834685,0.00727596772469231,0.03536617160482906,0.0,10.0,0.0,5.0,0.0,100.0,0.0,50.0,0.0,200.0,0.0,15.0
1,2024-01-02,1,2,0.010069837304566037,1.9994074007397047,0.020069799774095988,0.03442161162274574,0.025016819795698465,0.03098034726912667,0.01716716453815573,9.99998526441223,0.017167139241329746,4.999970528846172,0.2575073099671328,99.99966844937694,0.21458900335906173,49.999539513475895,0.41201185987087646,199.99957561511806,0.04635129325461358,14.99992838508283
2,2024-01-03,1,3,0.02967895214325602,1.998666816288476,0.03967880202165752,0.051619667223253764,0.0006426950209897623,0.05058922667314173,0.03433427848265949,9.999941057692345,0.03433407610849895,4.999882115732108,0.5150129124000843,99.99867379970627,0.4291740541043527,49.99815806238549,0.8240219712257078,199.99830246227327,0.09270214391669021,14.99971354101515
3,2024-01-04,1,4,0.013823427370460006,1.9976303053065858,0.023823089597919796,0.06880242680231986,0.019994994291965294,0.0347333095111844,0.051501291240008434,9.999867379970627,0.051500608229732736,4.999734761700061,0.7725150997759961,99.99701605758354,0.6437511996949072,49.995855672174386,1.2360285855558695,199.9961805468687,0.13905210939791912,14.999355469848428
4,2024-01-05,1,5,0.004690390872094655,1.9962981749346078,0.014689790390207978,0.08596479873744647,0.004340361357471877,0.02559972367211664,0.0686681522169979,9.999764231464216,0.06866653323802757,4.99952846848711,1.0300121645946547,99.99469523400121,0.8583164877353685,49.99263238525135,1.6480299543675776,199.99320987790938,0.1854007471184418,14.998854175001767
5,2024-01-06,1,6,0.001853803529131102,1.994670819911521,0.01185286528146513,0.10310169744743485,0.032943416243361355,0.022762430041032993,0.08583481082087055,9.9996316124771,0.08583164877353686,4.999263238525135,1.2875023993898145,99.99171134434877,1.072865966048789,49.98848826098759,2.0600243291893094,199.98939046800243,0.23174761451107806,14.998209661261853
6,2024-01-07,1,7,0.032022454014310975,1.99274872245774,0.04202110294696819,0.1202080448993527,0.02681838770884064,0.05293021729597656,0.10300121645946547,9.999469523400123,0.10299575248595641,4.998939074940787,1.5449840967405204,99.98806440841236,1.2873956827494277,49.98342337571565,2.4720099615792237,199.9847223333569,0.27809226902555206,14.997421934782931
7,2024-01-08,1,8,0.028431892501544286,1.9905324521322227,0.038430053563725815,0.13727877211326478,0.03743832531510563,0.049338635617336826,0.12016731854136725,9.99927796471098,0.12015864203690989,4.998555981555458,1.8024555492824283,99.98375445037489,1.5019016863155428,49.97743782272799,2.8839851031325807,199.97920549378355,0.3244342681327178,14.996491003086728
8,2024-01-09,1,9,0.029623841810874678,1.9880226656636975,0.03962143995544366,0.15430882066428117,0.02334369088359784,0.0505294078328149,0.13733306647605514,9.99905693697422,0.1373201151023341,4.9981139628852285,2.059915049719128,99.97878149881574,1.7163800256621748,49.97053171227526,3.295948005489163,199.97283997269508,0.37077316932878496,14.995416875062391
9,2024-01-10,1,10,0.038695869837424374,1.9852201067560606,0.04869283002146927,0.1712931441814776,0.02824054381122883,0.05960010184636838,0.15449840967405204,9.998806440841236,0.15447996937486394,4.9976130241408185,2.3173608908334637,99.97314558671061,1.9308267502139245,49.9627051715643,3.7078969203406933,199.96562579710576,0.4171085301395442,14.994199560966393
10,2024-01-11,1,11,0.032890308428853994,1.9821256058680006,0.042886555614251844,0.1882267098432442,0.01632000925380273,0.053793049515671126,0.1716632975470737,9.99852647705027,0.17163800256621747,4.997053171227527,2.5747913654988555,99.9668467514313,2.1452379099777197,49.95395834475577,4.119830099438256,199.95756299763147,0.46343990812459185,14.992839072422457
11,2024-01-12,1,12,0.030742839908921873,1.9787400799669153,0.04073829906290156,0.2051044998686192,0.033386467232733,0.05164393317567246,0.18882767950817775,9.998217046426404,0.18879401240958046,4.996434410745156,2.8322047666906176,99.95988503474548,2.359609555615573,49.944291392961496,4.531745794599714,199.94865160848954,0.5097668608815552,14.991335422421413
12,2024-01-13,1,13,0.007616616830786198,1.975064532257195,0.01761121292649163,0.2219215130041655,0.03995113154617209,0.028515905391899264,0.20599150497191282,9.997878149881574,0.20594779666199087,4.99575674998794,3.089599387497279,99.95226048281638,2.5739377385173268,49.933704494241525,4.943642257717132,199.93889166749855,0.5560889460503161,14.989688625321095
13,2024-01-14,1,14,0.0023984082774056743,1.9711000518829505,0.012392066294458968,0.2386727660059501,0.00025147004024872737,0.023295735260856543,0.22315472335446754,9.997509788414543,0.22309915310672282,4.995020196944459,3.346973521131901,99.94397314620248,2.7882185108733815,49.92219784360083,5.355517740764192,199.92828321607817,0.6024057213172356,14.987898696846207
14,2024-01-15,1,15,0.032623091097602794,1.9668478136052774,0.04261573602266737,0.255353295116187,0.0072796017666520545,0.05351829964609056,0.24031728407381978,9.997111963110916,0.24024787955567078,4.994224760297538,3.604325460943398,99.93502307985722,3.002447925747415,49.909771652985704,5.767370495803609,199.9168262992491,0.6487167444193773,14.985965654088158
15,2024-01-16,1,16,0.006511466630001596,1.9623090774541487,0.016503023457345237,0.2719581575341055,0.009139199896717054,0.027404399902126543,0.2574791365498855,9.99668467514313,0.2573937738517327,4.993370449424153,3.861653500427849,99.9254103431286,3.2166220371490826,49.89642615127988,6.179198774994558,199.90452096563277,0.6950215731487299,14.983889515504908
16,2024-01-17,1,17,0.03859133969528126,1.9574851883550393,0.04858173342733911,0.288482432880609,0.015333900432567207,0.05948184086672209,0.2746402302046682,9.996227925770457,0.2745366338711931,4.992457274395313,4.118955933239818,99.91513499975882,3.430736900106702,49.88216158430031,6.5910008306000805,199.8913672674511,0.7413197653564303,14.981670300920786
17,2024-01-18,1,18,0.03406287784960096,1.9523775757303974,0.04405203349753847,0.30492122465628907,0.03349896945744741,0.05495079011429198,0.2918005144624073,9.995741716338987,0.2916762575261062,4.991485245975947,4.376231053203664,99.90419711788377,3.644788570739911,49.86697821479264,7.002774914994507,199.8773652605265,0.7876108789569851,14.97930803152631
18,2024-01-19,1,19,0.012110499934273135,1.9469877530760753,0.022098342518548933,0.3212696616923644,0.002708217740439282,0.032995666505581195,0.3089599387497279,9.995226048281637,0.30881244276667796,4.990454375624776,4.633477154324866,99.89259677003271,3.8587731063323174,49.85087632242634,7.41451928067088,199.86251500428128,0.8338944719324922,14.976802729877976
19,2024-01-20,1,20,0.013264053313358901,1.941317317512847,0.02325050786428759,0.3375228995941133,0.0014291658527521328,0.03414631742526031,0.32611845249578947,9.994680923118143,0.32594498758364776,4.989364675494175,4.890692530801318,99.88033403312768,4.072686565404123,49.83385620378958,7.826232180248356,199.84681656173774,0.8801701023368612,14.97415441989805
20,2024-01-21,1,21,0.005909340582454616,1.9353679493131484,0.015894332140769508,0.3536761221763716,0.011086475436712743,0.0267885454907118,0.34327600513243495,9.994106342455053,0.3430736900106702,4.988216158430031,5.1478754770346535,99.86740898848305,4.286525007784717,49.815918172383775,8.237911866479635,199.83026999951764,0.9264373283000339,14.97136312687433
21,2024-01-22,1,22,0.040038592062152774,1.9291414114031742,0.05002204567956855,0.3697245428906731,0.01348282515105793,0.06091458104549084,0.3604325460943398,9.993502307985722,0.3601983481266955,4.987008837971595,5.4050242876415515,99.85382172180495,4.500284494685259,49.7970625586178,8.649556592258364,199.81287538784213,0.9726957080322027,14.96842887745991
22,2024-01-23,1,23,0.028231495637051227,1.9226395488404875,0.03821333637682648,0.38566340624360707,0.004052777493804772,0.049104111998334324,0.37758802481916093,9.992868821490312,0.3773187600583503,4.985742728351317,5.662137257465046,99.8395723231907,4.713961088771222,49.777289709801906,9.061164610626559,199.79463280053128,1.01894479982803,14.96535169967293
23,2024-01-24,1,24,0.019818524239120373,1.9158642882672872,0.029798677176620117,0.401487989205973,0.01870423180129382,0.04068761130652784,0.3947423907476859,9.99220588483578,0.39443472398231716,4.98441784449468,5.919212681585829,99.82466088712826,4.927550854234926,49.75659999014129,9.47273417478202,199.77554231500392,1.0651841620708653,14.962131622896298
24,2024-01-25,1,25,0.015314801494403927,1.908817637339503,0.025293191717661985,0.4171936026123168,0.0391969086622406,0.036180202622606336,0.41189559332398173,9.99151349997588,0.4115460381277139,4.983034202020028,6.176248855333559,99.80908751249554,5.14104985686802,49.734993780729454,9.884263538085737,199.75560401227713,1.1114133532369626,14.95876867787742
25,2024-01-26,1,26,0.028095740521385578,1.9015016841318841,0.03807229313166686,0.4327755925504312,0.029148044504038736,0.04895729909272051,0.42904758199554394,9.990791668951154,0.4286525007784717,4.981591817238378,6.433244074298165,99.79285230255977,5.354454164133961,49.71247147954111,10.295750954069307,199.7348179769661,1.1576319318996953,14.9552628967279
26,2024-01-27,1,27,0.03358270878508863,1.8939185965192569,0.043557348897451345,0.4482293417404106,0.03673664797408586,0.05444026821073625,0.44619830621344564,9.990040393888918,0.44575391027571387,4.980090707153225,6.6901966343411505,99.77595536497684,5.567759845240441,49.68903350142492,10.707194676442345,199.7131842972836,1.2038394567337727,14.951614312923235
27,2024-01-28,1,28,0.02734579087692239,1.886070621534138,0.03731844362078014,0.4635502709028509,0.013032682952526062,0.04819919459808082,0.4633477154324866,9.989259677003272,0.4628500650201324,4.97853088946035,6.947104831606884,99.75839681179056,5.7809629712117925,49.6646802780958,11.118592959099894,199.69070306503968,1.250035486519453,14.947822961302494
28,2024-01-29,1,29,0.0037470596707167765,1.8779600847008882,0.013717650190400539,0.47873384011578846,0.01259033476390046,0.02459615115977726,0.48049575911134157,9.988449520595076,0.4799407634743647,4.976912382547601,7.20396696253391,99.7401767594319,5.994059614961361,49.639412258127,11.529944056129843,199.66737437564134,1.2962195801467566,14.943888878067991
29,2024-01-30,1,30,0.035627456627797864,1.869589389346611,0.04559591008311786,0.49377555015997715,0.021641902221190897,0.05647207938951966,0.49764238671271027,9.987609927051961,0.4970258041653696,4.975235205494688,7.460781323866236,99.72129532871827,6.207045851363835,49.61322990694183,11.941246221820318,199.64319832809196,1.342391296619678,14.939812100784927
30,2024-01-31,1,31,0.017425392685778397,1.8609610158889942,0.02739163425258586,0.5086709438521044,0.038234084819874545,0.038265390258463455,0.5147875477034654,9.986740898848305,0.514104985686802,4.973499378072946,7.717546212664635,99.70175264485268,6.419917757327546,49.58613370680507,12.352497710667118,199.61817502499107,1.3885501950603971,14.93559266838105
31,2024-02-01,2,32,0.0021741284892130884,1.8520775211013092,0.012138083359961884,0.5234156073655503,0.011013902816955704,0.02300934444588045,0.5319311915548018,9.985842438545237,0.5311781067013877,4.9717049207451085,7.974259926317926,99.68154883742287,6.632671411866735,49.558124156814145,12.763696777381089,199.59230457253375,1.4346958347134895,14.93123062114626
32,2024-02-02,2,33,0.01380517077692184,1.8429415373547828,0.02376676416123,0.5380051715382996,0.022638662656182064,0.03463544872648182,0.5490732677423862,9.984914548790625,0.5482449659432962,4.96985185466507,8.230920762554279,99.66068404040057,6.845302896173762,49.529201772889856,13.17484167689556,199.56558708051028,1.4808277749501328,14.926726000732252
33,2024-02-03,2,34,0.03567735059002268,1.83355577183857,0.04563650771523377,0.5524353131676196,0.0008023167457327783,0.05650253417845073,0.5662137257465046,9.983957232319069,0.5653053622205141,4.967940201677626,8.487527019452484,99.6391583921405,7.0578082936913065,49.49936708776691,13.585930664373732,199.5380226623057,1.5269455752723171,14.92207885015209
34,2024-02-04,2,35,0.03201980898236264,1.8239230057575542,0.04197645509410702,0.5667017562911176,0.03256180391031514,0.05283974189387297,0.5833525150522124,9.982970491951894,0.582359094417216,4.965969984318226,8.74407699545326,99.61697203537952,7.270183690184494,49.46862065098415,13.996961995216095,199.50961143489926,1.5730487953170484,14.917289213779814
35,2024-02-05,2,36,0.0021409198890586837,1.8140460935082179,0.012094980251814613,0.5808002734538009,0.004108681079089573,0.02295544584727758,0.6004895851494829,9.98195433059714,0.5994059614961361,4.9639412258127,9.000568989370517,99.5941251172356,7.482425173812994,49.43696302887435,14.40793392506782,199.4803535188638,1.619136994860556,14.912357137350014
36,2024-02-06,2,37,0.011300569100147838,1.8039279618328212,0.021251968997802448,0.5947266869607634,0.017376431413169628,0.03210953186928668,0.6176248855333559,9.980908751249553,0.6164457625009375,4.961853950076991,9.257001300402647,99.57061778920699,7.694528835203089,49.40439480455386,14.818844709826164,199.4502490383656,1.665209733822494,14.907282667957391
37,2024-02-07,2,38,0.02345959851121785,1.7935716089521474,0.03340826324762798,0.6084768701151261,0.008533513119549679,0.044262841897245844,0.6347583657040867,9.979833756990578,0.6334782965585816,4.959708181716867,9.513372228143801,99.54645020717103,7.906490767519668,49.3709165779118,15.229692605647886,199.41929812116348,1.7112665722701443,14.902065854056302
38,2024-02-08,2,39,0.00012544650046935748,1.782980103677063,0.010071301400022223,0.6220467484408675,0.019748354274940004,0.020922814352285928,0.6518899751672955,9.97872935098835,0.6505033628816959,4.957503946027638,9.769680072595165,99.52162253138329,8.118307066538186,49.33652896559907,15.640475868956619,199.38750089860847,1.7573070704226175,14.89670674546031
39,2024-02-09,2,40,0.007788541369700902,1.7721565844991642,0.017731511777874614,0.6354323008901774,0.03927896972358702,0.02857987758030779,0.669019663434115,9.977595536497684,0.6675207607709409,4.95524126899385,10.025923134176221,99.49613492647636,8.329973830716602,49.301232601016956,16.0511927564503,199.3548575056431,1.803330788655052,14.891205393341693
40,2024-02-10,2,41,0.028652718842272298,1.7611042586607746,0.03859273012619623,0.6486295610349814,0.017219816178337666,0.04943786734994532,0.6861473800213403,9.976432316860063,0.6845302896173762,4.952920177288985,10.28209971373604,99.46998756145891,8.541487161267208,49.26502813430545,16.461841525108557,199.32136808080114,1.8493372875028125,14.885561850230973
41,2024-02-11,2,42,0.03410252695770179,1.7498264012045686,0.04403950450671679,0.6616346182422783,0.017434183411810123,0.054881331747162226,0.7032730744515772,9.975239695503634,0.7015317489048256,4.950540698275143,10.53820811256453,99.4431806097144,8.752843162228471,49.22791623233133,16.872420432200087,199.28703276620655,1.895326127665685,14.879776170016395
42,2024-02-12,2,43,0.013650697635270421,1.7383263540031066,0.023584566861488833,0.6744436188329455,0.023140999679548902,0.03442300273885611,0.720396696253391,9.97401767594319,0.71852493821224,4.94810286000272,10.794246632403706,99.4157142490001,8.964037940536782,49.18989757867582,17.282927735290084,199.2518517075732,1.9412968700120712,14.87384840794343
43,2024-02-13,2,44,0.02079498871256293,1.7266075247685655,0.030725675051428453,0.6870527672236669,0.02866877787123788,0.04156063821139895,0.7375181949614553,9.97276626178017,0.7355096572160611,4.94560669121008,11.050213575458955,99.38758866144578,9.175067606098168,49.150972873622024,17.69336169224762,199.21582505420423,1.9872490755831849,14.867778620614237
44,2024-02-14,2,45,0.009908114226682495,1.714673386042961,0.01983554313752988,0.699458327051647,0.04024787761485341,0.030666952251851537,0.7546375201167006,9.971485456702634,0.7524857056925821,4.943052221323211,11.306107244410283,99.35880403355253,9.385928271859935,49.111142834142036,18.10372056125302,199.1789529589913,2.0331823055972404,14.861566865987122
45,2024-02-15,2,46,0.040874180299243654,1.7025274741691572,0.05079827726585823,0.7116566222817746,0.023150639113641895,0.06162605103295596,0.7717546212664634,9.970175264485267,0.7694528835203089,4.940439480455386,11.561925942423585,99.3293605561916,9.596616053882288,49.0704081938837,18.514002600805295,199.14123557841398,2.079096121453641,14.855213203375992
46,2024-02-16,2,47,0.007906106235843499,1.690173388242972,0.01782679676702046,0.7236440382959124,0.02281031806961194,0.028650853912606453,0.7888694479646343,9.96883568898936,0.7864109906823182,4.937768499406797,11.817667973161889,99.29925842460307,9.807127071409848,49.028769703157145,18.92420606972949,199.10267307253918,2.124990084737172,14.848717693449785
47,2024-02-17,2,48,0.008985524435485857,1.677614789046689,0.018902734065589434,0.7354170229639855,0.0013436764820430021,0.029722993343273184,0.8059819497718074,9.9674667341628,0.8033598272686162,4.935039309664203,12.0733316407966,99.26849783839454,10.017457446943148,48.98622812892092,19.334329227184092,199.0632656050203,2.1708637572221825,14.842080398231886
48,2024-02-18,2,49,0.02754214112467299,1.6648553979642866,0.03745579541419538,0.7469720876965552,0.033263492089136676,0.04827217560609354,0.8230920762554278,9.966068404040056,0.8202991934784948,4.932251943400553,12.32891525001875,99.23707900153983,10.22760330631004,48.94278425476789,19.744370332668435,199.0230133430967,2.2167167008767716,14.835301381099542
49,2024-02-19,2,50,0.03569739596788973,1.6518989958787125,0.04560742050400986,0.7583058084785624,0.018686980154304266,0.05641984042135585,0.8401997769899415,9.964640702742175,0.8372288896228869,4.929406433474605,12.584417106050246,99.20500212237762,10.437560778737074,48.8984388809108,20.15432764603005,198.98191645759286,2.2625484778669716,14.828380706783253
